Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
3,5-diiodo-L-thyronine[c]	14	9.181	0.063314	0.40467	-9.181	0.93228	1	8.9875	0.4832	0.93172	12	9.5509	0.43088	0.99076	2	0.38395	0.81124	0.9673
3,5-diiodo-L-thyronine-4-O-sulfate[c];3-monoiodo-L-thyronine-4-O-sulfate[c]	3	2.1806	0.46001	0.96667	-2.1806	0.56084	1	0.6872	0.90613	0.98725	2	1.8056	0.7698	0.99076	1	-1.3633	0.8945	0.97155
3-monoiodo-L-thyronine[c]	5	5.1874	0.20274	0.69596	-5.1874	0.79364	1	3.8508	0.70921	0.97978	4	4.9869	0.54907	0.99076	1	-1.3633	0.8945	0.97155
3-monoiodo-L-thyronine[r]	2	5.5314	0.11722	0.53589	-5.5314	0.86219	1	5.2469	0.2341	0.74938	2	5.2469	0.28186	0.91049	0	NA	NA	NA
2-phenylacetamide[c]	5	5.2822	0.19502	0.68687	-5.2822	0.80052	1	4.3609	0.63954	0.97967	5	4.3609	0.71843	0.99076	0	NA	NA	NA
L-cystathionine[c];selenocystathionine[c]	2	5.7892	0.10299	0.50703	-5.7892	0.87614	1	5.5577	0.1994	0.68987	2	5.5577	0.24317	0.861	0	NA	NA	NA
cysteine[c]	43	16.133	0.0037093	0.071781	-15.918	0.99469	1	20.578	0.025706	0.30818	35	19.332	0.071046	0.46847	8	7.2715	0.23959	0.81031
mercaptopyruvate[c]	7	7.3116	0.093153	0.48259	-7.3116	0.89796	1	6.2096	0.50898	0.9497	7	6.2096	0.61115	0.99076	0	NA	NA	NA
5-methyl-THF[c]	6	-7.6622	0.99863	0.99999	7.6622	0.0050398	0.12327	6.8035	0.35828	0.85452	1	-0.95186	0.91793	0.99076	5	7.8785	0.08142	0.60429
homocysteine-thiolactone[c]	3	3.4823	0.31437	0.84899	-3.4823	0.68926	1	2.9029	0.68186	0.97978	3	2.9029	0.73892	0.99076	0	NA	NA	NA
sulfite[c]	22	4.4034	0.56468	0.99999	-4.4031	0.51506	1	10.835	0.54314	0.9571	14	9.6719	0.52184	0.99076	8	5.1732	0.53886	0.9673
H2S2O3[c]	2	0.54544	0.60825	0.99999	-0.54544	0.42864	1	-0.75647	0.94076	0.98796	2	-0.75647	0.95707	0.99076	0	NA	NA	NA
cystine[c]	9	6.8631	0.13833	0.576	-6.8631	0.85972	1	5.5318	0.72316	0.97978	8	5.8489	0.73427	0.99076	1	0.052198	0.76113	0.9673
DNA-5-methylcytosine[c];DNA[n];DNA-5-methylcytosine[n];se-adenosylselenomethionine[n];se-adenosyl-L-selenohomocysteine[n]	4	7.8987	0.047453	0.36175	-7.8987	0.93978	1	9.4194	0.038039	0.33548	3	9.9929	0.017145	0.217	1	1.5304	0.55766	0.9673
sulfite[m]	3	0.93891	0.6045	0.99999	-0.93891	0.43177	1	-0.46033	0.96034	0.98796	3	-0.46033	0.97427	0.99076	0	NA	NA	NA
H2O2[m]	51	2.5643	0.92748	0.99999	2.9361	0.0072952	0.1647	16.122	0.61485	0.97734	33	10.786	0.95274	0.99076	18	12.533	0.043461	0.44597
H2S[c]	2	5.7892	0.10299	0.50703	-5.7892	0.87614	1	5.5577	0.1994	0.68987	2	5.5577	0.24317	0.861	0	NA	NA	NA
S-methyl-5-thio-D-ribulose-1-phosphate[c]	2	-1.5047	0.80966	0.99999	1.5047	0.24132	0.90054	-0.097707	0.90494	0.98725	0	NA	NA	NA	2	-0.097707	0.85664	0.96952
2,3-diketo-5-methylthiopentyl-1-phosphate[c]	2	1.5103	0.49661	0.98706	-1.5103	0.52628	1	4.1498	0.37922	0.8596	1	4.072	0.2831	0.91049	1	1.7967	0.51727	0.9673
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c]	2	2.9276	0.33557	0.85825	-2.9276	0.6653	1	1.8461	0.71562	0.97978	1	4.072	0.2831	0.91049	1	-1.4612	0.90117	0.97155
CO[c]	3	-0.48825	0.75334	0.99999	0.48825	0.29275	0.93502	0.95929	0.88755	0.98725	1	1.1292	0.71814	0.99076	2	0.37643	0.81201	0.9673
4-methylthio-2-oxobutanoic acid[c]	3	6.0173	0.10943	0.52081	-6.0173	0.87641	1	5.0595	0.36355	0.85452	2	7.2298	0.090888	0.53897	1	-1.4612	0.90117	0.97155
cysteine[m]	2	4.2104	0.21151	0.71767	-4.2104	0.77449	1	3.5848	0.46322	0.92115	2	3.5848	0.52315	0.99076	0	NA	NA	NA
thiosulfate[c]	3	0.26903	0.67802	0.99999	-0.26903	0.36423	1	-1.0256	0.97558	0.98796	2	-0.75647	0.95707	0.99076	1	-0.70653	0.84131	0.96952
hydrogen-cyanide[c];hydrogen-cyanide[m];thiocyanate[m]	2	0.54544	0.60825	0.99999	-0.54544	0.42864	1	-0.75647	0.94076	0.98796	2	-0.75647	0.95707	0.99076	0	NA	NA	NA
thiocyanate[c]	10	3.362	0.49536	0.98679	-3.362	0.55053	1	2.2213	0.97698	0.98796	8	2.6057	0.97036	0.99076	2	-0.24443	0.86887	0.97056
3-mercaptolactate[c]	3	4.2861	0.23574	0.75506	-4.2861	0.75932	1	3.8067	0.55111	0.9571	3	3.8067	0.61356	0.99076	0	NA	NA	NA
thiosulfate[m]	2	0.54544	0.60825	0.99999	-0.54544	0.42864	1	-0.75647	0.94076	0.98796	2	-0.75647	0.95707	0.99076	0	NA	NA	NA
hypothiocyanite[c]	8	3.4861	0.4383	0.94129	-3.4861	0.5972	1	2.8617	0.92662	0.98796	6	3.4455	0.87607	0.99076	2	-0.24443	0.86887	0.97056
3-sulfopyruvate[c]	4	5.4614	0.16709	0.63966	-5.4614	0.82386	1	6.2931	0.27858	0.79884	3	6.6994	0.20155	0.81349	1	0.98257	0.63848	0.9673
L-cysteate[c]	4	7.7858	0.050767	0.37406	-7.7858	0.93626	1	8.2589	0.091209	0.50399	3	9.3151	0.031935	0.28506	1	0.38357	0.72015	0.9673
3-sulfopyruvate[m]	2	8.0573	0.02677	0.27174	-8.0573	0.95851	1	7.888	0.041698	0.34962	2	7.888	0.056264	0.41669	0	NA	NA	NA
(S)-3-sulfolactate[c]	2	-0.16028	0.68508	0.99999	0.16028	0.35957	1	1.1885	0.794	0.97978	1	0.69817	0.77214	0.99076	1	0.98257	0.63848	0.9673
H+[n]	12	4.2882	0.42633	0.9312	-4.2882	0.6168	1	10.527	0.19162	0.67873	7	9.8885	0.12887	0.62516	5	4.6077	0.44146	0.95692
GSH[s]	20	3.4181	0.65322	0.99999	-0.47708	0.17834	0.81747	12.933	0.18382	0.66199	14	9.1697	0.59837	0.99076	6	9.6044	0.029929	0.38449
GSSG[s]	11	4.9465	0.32897	0.85656	-0.98074	0.30985	0.95391	10.541	0.15465	0.61753	8	8.7072	0.31388	0.93291	3	5.9648	0.15172	0.66182
cys-gly[s]	9	1.6126	0.67172	0.99999	-1.6126	0.39044	1	6.268	0.62196	0.97734	6	4.3495	0.78966	0.99076	3	4.7054	0.29316	0.84684
glutamate[s]	14	1.9199	0.72407	0.99999	-1.9199	0.35159	1	9.4991	0.40617	0.87762	8	7.2794	0.52789	0.99076	6	6.1046	0.29455	0.84854
gamma-glutamyl-cysteine[c]	5	12.538	0.0014507	0.038568	-12.523	0.99659	1	12.219	0.0042839	0.11803	5	12.219	0.0063921	0.13295	0	NA	NA	NA
cysteine[s]	25	12.051	0.023249	0.2493	-11.776	0.97019	1	13.527	0.26868	0.78466	20	13.419	0.25723	0.88133	5	3.4108	0.62155	0.9673
glycine[s]	28	7.0199	0.33896	0.85825	-6.7606	0.69233	1	11.443	0.65921	0.97978	19	10.559	0.62745	0.99076	9	4.8427	0.64086	0.9673
(5-L-glutamyl)-L-amino acid[s]	6	5.0414	0.24011	0.75751	-5.0277	0.76241	1	6.3057	0.43066	0.89751	5	5.72	0.51898	0.99076	1	2.6554	0.38788	0.92837
beta-alanine[c]	13	1.9109	0.70133	0.99999	-1.9109	0.37124	1	6.9786	0.72208	0.97978	8	5.3793	0.79054	0.99076	5	4.4483	0.46556	0.96094
selenate[c]	3	-6.3252	0.99187	0.99999	6.3252	0.019088	0.28492	5.5932	0.29034	0.80604	0	NA	NA	NA	3	5.5932	0.1878	0.7212
adenylylselenate[c];3-phosphoadenylylselenate[c]	2	-7.5308	0.99592	0.99999	7.5308	0.01264	0.2203	7.3499	0.063461	0.43485	0	NA	NA	NA	2	7.3499	0.038961	0.43412
selenite[c]	3	3.0264	0.36342	0.88311	-3.0264	0.64597	1	3.0408	0.66288	0.97978	2	3.6872	0.50754	0.99076	1	0.052198	0.76113	0.9673
selenide[c]	6	6.7552	0.11403	0.53122	-6.7552	0.87729	1	6.5312	0.39742	0.87507	5	7.1313	0.30735	0.9323	1	0.052198	0.76113	0.9673
selenophosphate[c]	2	6.0585	0.089516	0.47769	-6.0585	0.88961	1	5.8201	0.17266	0.64148	2	5.8201	0.21288	0.81871	0	NA	NA	NA
pyridoxal-phosphate[c]	8	5.8444	0.19993	0.69306	-5.8444	0.80422	1	7.5513	0.36393	0.85452	7	6.8078	0.52089	0.99076	1	3.3463	0.29155	0.84684
pyridoxine-phosphate[c]	5	3.6525	0.35059	0.8708	-3.6525	0.66437	1	6.1921	0.36747	0.85452	4	5.2498	0.50838	0.99076	1	3.3463	0.29155	0.84684
selenocysteine[c];methaneselenol[c]	2	4.8984	0.15789	0.61742	-4.8984	0.82355	1	4.618	0.31354	0.83305	2	4.618	0.3681	0.98624	0	NA	NA	NA
selenohomocysteine[c]	5	5.5602	0.17343	0.65118	-5.5602	0.8199	1	4.3431	0.64206	0.97967	5	4.3431	0.72076	0.99076	0	NA	NA	NA
se-adenosyl-L-selenohomocysteine[c]	3	4.7462	0.19614	0.68806	-4.7462	0.79518	1	3.9456	0.5301	0.95062	3	3.9456	0.59274	0.99076	0	NA	NA	NA
selenomethionine[c]	12	2.6962	0.60994	0.99999	1.0751	0.13941	0.75377	9.4466	0.32182	0.83906	7	7.541	0.40927	0.99076	5	5.7121	0.28476	0.84468
selenomethionine-se-oxide[c];trimethylamine[c];trimethylamine-N-oxide[c]	5	-3.9274	0.96633	0.99999	9.7697	0.0012345	0.041806	7.549	0.1965	0.68933	2	1.8177	0.76839	0.99076	3	8.2615	0.027849	0.37133
se-adenosylselenomethionine[c]	3	1.521	0.53732	0.99999	-1.521	0.49221	1	1.1155	0.87576	0.98725	1	3.4689	0.36777	0.98624	2	-1.0867	0.9252	0.97581
tRNA(met)[c]	3	6.4279	0.088441	0.4744	-6.4279	0.897	1	5.254	0.33611	0.84884	3	5.254	0.392	0.99076	0	NA	NA	NA
selenomethionyl-tRNA(met)[c]	2	7.8357	0.031056	0.29377	-7.8357	0.95325	1	7.6604	0.050023	0.37807	2	7.6604	0.066816	0.45903	0	NA	NA	NA
3-hydroxyisobutyryl-CoA[m]	3	3.5084	0.31165	0.84899	-3.5084	0.69167	1	2.4821	0.73671	0.97978	3	2.4821	0.78918	0.99076	0	NA	NA	NA
methylmalonate[m]	7	0.088443	0.7851	0.99999	-0.088443	0.27563	0.91754	7.5014	0.31926	0.83848	4	4.9513	0.55456	0.99076	3	5.7414	0.17282	0.6884
3-methylglutaconyl-CoA[m]	3	2.4722	0.42613	0.9312	-2.4722	0.59072	1	3.3422	0.61999	0.97734	1	5.6202	0.11917	0.61024	2	0.11935	0.83718	0.96952
HMG-CoA[m]	5	-3.9505	0.96683	0.99999	3.9505	0.062922	0.53529	3.49	0.75433	0.97978	2	-0.65267	0.95332	0.99076	3	5.0385	0.25066	0.81713
chitobiose[l];chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5[l];chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2[l];chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6[l];chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7[l]	3	-1.1926	0.81389	0.99999	1.1926	0.23279	0.88301	-0.50395	0.96174	0.98796	1	-1.7498	0.95575	0.99076	2	0.62011	0.78604	0.9673
N-acetylglucosamine[l]	7	-0.26975	0.8144	0.99999	0.26975	0.2456	0.9048	-0.87789	0.99677	0.99818	4	-1.6636	0.99665	0.99665	3	0.57993	0.85182	0.96952
UDP-xylose[r]	3	2.7616	0.39304	0.91149	-2.7616	0.61988	1	5.9876	0.24112	0.75796	2	5.3076	0.27408	0.90809	1	2.8647	0.35762	0.91164
N-acetylglucosamine-1-phosphate[c]	3	4.7928	0.19237	0.68384	-4.7928	0.79863	1	6.2272	0.21359	0.71644	2	6.7847	0.12197	0.61384	1	1.1908	0.60828	0.9673
UDP-N-acetylglucosamine[c]	24	3.1423	0.72512	0.99999	-2.7285	0.32738	0.97846	9.7114	0.76743	0.97978	11	10.099	0.29989	0.93225	13	3.9053	0.873	0.97155
UDP-N-acetyl-D-galactosamine[c]	8	6.7896	0.13198	0.56414	-6.7895	0.86466	1	9.569	0.13092	0.58243	5	10.505	0.034333	0.30015	3	2.0637	0.68188	0.9673
N-acetylglucosamine[c]	7	0.52968	0.74556	0.99999	-0.52968	0.31494	0.96437	1.9876	0.9486	0.98796	5	0.49999	0.98149	0.99076	2	2.9278	0.46669	0.96171
N-acetylglucosamine-6-phosphate[c]	4	6.3507	0.11072	0.52271	-6.19	0.86786	1	5.6802	0.36153	0.85452	3	6.5802	0.21483	0.82176	1	-0.036749	0.77154	0.9673
UDP-N-acetylglucosamine[r]	8	0.80483	0.73413	0.99999	-0.80483	0.327	0.97846	1.5142	0.97547	0.98796	3	2.9252	0.73608	0.99076	5	-0.35049	0.95951	0.98432
N-acetyl-D-mannosamine[c]	2	-0.81792	0.75017	0.99999	0.81792	0.29905	0.9354	2.1774	0.67138	0.97978	1	0.87427	0.75081	0.99076	1	2.2051	0.45512	0.95692
N-acetylmannosamine-6-phosphate[c]	2	3.6217	0.26489	0.79738	-3.6217	0.727	1	3.1916	0.52289	0.95019	2	3.1916	0.58252	0.99076	0	NA	NA	NA
N-acetylneuraminate-9-phosphate[c]	2	4.3313	0.20139	0.69415	-4.3313	0.78363	1	4.0138	0.39908	0.87507	2	4.0138	0.45781	0.99076	0	NA	NA	NA
N-acetylneuraminate[c]	6	3.7102	0.37525	0.8942	-3.7102	0.64535	1	3.6709	0.79456	0.97978	5	3.6558	0.80329	0.99076	1	0.81719	0.66188	0.9673
CMP-N-acetylneuraminate[n]	2	0.41849	0.6225	0.99999	-0.41849	0.41598	1	5.4994	0.20567	0.70054	1	4.1959	0.26694	0.89826	1	3.5814	0.26151	0.82667
dTDP-glucose[c]	2	4.6014	0.17984	0.66117	-4.6014	0.80326	1	4.2765	0.361	0.85452	2	4.2765	0.41825	0.99076	0	NA	NA	NA
chitin-component[c];chitin[c];chitin(n-1)[c]	4	1.6864	0.54982	0.99999	-1.6864	0.48629	1	2.5762	0.79505	0.97978	3	1.8573	0.85234	0.99076	1	1.9355	0.49611	0.96722
CMP-N-acetylneuraminate[c]	14	-8.2583	0.99982	0.99999	8.2583	0.0013151	0.043696	10.091	0.32152	0.83906	3	2.7899	0.75299	0.99076	11	9.9275	0.088939	0.6069
UDP-glucuronate[g]	10	7.3412	0.11897	0.53858	-7.3393	0.8786	1	8.8224	0.30041	0.82019	7	9.5544	0.15785	0.70929	3	1.5129	0.75335	0.9673
UDP-xylose[g]	2	-1.2833	0.7915	0.99999	1.2833	0.25925	0.90708	2.6041	0.61072	0.97734	1	0.81805	0.75773	0.99076	1	2.8647	0.35762	0.91164
tRNA(tyr)[c];L-tyrosyl-tRNA(tyr)[c]	3	5.1996	0.16135	0.62585	-5.1996	0.82721	1	3.9949	0.52262	0.95019	3	3.9949	0.58528	0.99076	0	NA	NA	NA
tRNA(ala)[c];L-alanyl-tRNA(ala)[c]	3	5.0659	0.17116	0.6476	-5.0659	0.81812	1	3.8518	0.5443	0.9571	3	3.8518	0.60683	0.99076	0	NA	NA	NA
tRNA(arg)[c];L-arginyl-tRNA(arg)[c]	4	3.2304	0.37411	0.8939	-3.2304	0.64063	1	1.347	0.9016	0.98725	3	2.3902	0.79936	0.99076	1	-1.4459	0.90015	0.97155
tRNA(asn)[c];L-asparaginyl-tRNA(asn)[c]	3	2.5635	0.41562	0.92529	-2.5635	0.59999	1	1.1864	0.87014	0.98725	3	1.1864	0.90446	0.99076	0	NA	NA	NA
tRNA(asp)[c];L-aspartyl-tRNA(asp)[c]	3	7.4393	0.049669	0.36906	-7.3829	0.93506	1	6.2748	0.20835	0.70287	3	6.2748	0.2511	0.86808	0	NA	NA	NA
tRNA(cys)[c];L-cysteinyl-tRNA(cys)[c]	2	2.7078	0.35941	0.88109	-2.7078	0.64467	1	1.1248	0.80084	0.98237	2	1.1248	0.84097	0.99076	0	NA	NA	NA
tRNA(gln)[c];L-glutaminyl-tRNA(gln)[c]	2	0.46693	0.61708	0.99999	-0.46693	0.4208	1	-1.302	0.96155	0.98796	2	-1.302	0.97296	0.99076	0	NA	NA	NA
tRNA(glu)[c];L-glutamyl-tRNA(glu)[c]	3	8.0725	0.033294	0.30067	-8.0692	0.95489	1	6.9261	0.14449	0.60294	3	6.9261	0.17768	0.75071	0	NA	NA	NA
tRNA(gly)[c];glycyl-tRNA(gly)[c]	2	5.6907	0.10827	0.51954	-5.6877	0.87077	1	4.3675	0.3481	0.85452	2	4.3675	0.40472	0.99076	0	NA	NA	NA
tRNA(his)[c];L-histidyl-tRNA(his)[c]	3	3.4847	0.31411	0.84899	-3.4847	0.68949	1	2.1823	0.77262	0.97978	3	2.1823	0.82126	0.99076	0	NA	NA	NA
tRNA(ile)[c];L-isoleucyl-tRNA(ile)[c]	2	9.4117	0.0099516	0.13799	-9.4117	0.98117	1	9.2657	0.012034	0.21406	2	9.2657	0.017275	0.21702	0	NA	NA	NA
tRNA(leu)[c];L-leucyl-tRNA(leu)[c]	3	3.6312	0.29898	0.8365	-3.6312	0.70289	1	2.3571	0.75203	0.97978	3	2.3571	0.80295	0.99076	0	NA	NA	NA
tRNA(lys)[c];L-lysyl-tRNA(lys)[c]	2	3.4241	0.28422	0.81649	-3.4241	0.71002	1	2.062	0.68711	0.97978	2	2.062	0.73898	0.99076	0	NA	NA	NA
L-methionyl-tRNA(met)[c]	4	5.5687	0.15945	0.62009	-5.5687	0.83086	1	3.1832	0.72361	0.97978	4	3.1832	0.79541	0.99076	0	NA	NA	NA
tRNA(phe)[c];L-phenylalanyl-tRNA(phe)[c]	4	4.638	0.23338	0.75134	-4.638	0.76417	1	3.7226	0.65129	0.97978	3	4.4495	0.51543	0.99076	1	-0.26146	0.79667	0.9673
tRNA(pro)[c];L-prolyl-tRNA(pro)[c]	3	7.2403	0.055972	0.38806	-7.237	0.93008	1	6.074	0.23098	0.74496	3	6.074	0.27661	0.91049	0	NA	NA	NA
tRNA(ser)[c];L-seryl-tRNA(ser)[c]	3	2.6681	0.40366	0.91859	-2.6681	0.61052	1	0.95174	0.8881	0.98725	2	2.0079	0.74565	0.99076	1	-1.1912	0.88201	0.97155
tRNA(thr)[c];L-threonyl-tRNA(thr)[c]	4	7.8716	0.048232	0.36298	-7.8905	0.93953	1	6.6446	0.23561	0.74938	4	6.6446	0.30088	0.93225	0	NA	NA	NA
tRNA(trp)[c];L-tryptophanyl-tRNA(trp)[c]	3	-0.33673	0.73906	0.99999	0.33673	0.30653	0.94536	-0.39681	0.95822	0.98796	2	-1.1589	0.96936	0.99076	1	0.95167	0.6429	0.9673
CMP-N-acetylneuraminate[g];CMP[g]	16	-7.156	0.99958	0.99999	7.156	0.0025962	0.075644	10.066	0.41473	0.88205	4	3.7288	0.73006	0.99076	12	9.4709	0.13999	0.65625
T-antigen[g]	9	6.9398	0.13345	0.56524	-6.3031	0.82492	1	8.3067	0.31942	0.83848	6	9.4154	0.12342	0.61746	3	1.0723	0.80364	0.9673
sialyl-T antigen[g]	4	2.0754	0.5051	0.9898	-2.0754	0.52592	1	2.9066	0.7576	0.97978	2	3.8265	0.48631	0.99076	2	0.28407	0.82131	0.96952
Tn-antigen[g]	23	12.578	0.015578	0.1892	-11.62	0.96715	1	18.915	0.001993	0.081274	16	18.8	0.00063623	0.032698	7	5.8627	0.38232	0.92405
UDP-N-acetylglucosamine[g]	30	6.2117	0.45253	0.95781	-5.4917	0.55092	1	13.843	0.36649	0.85452	16	14.264	0.071354	0.46847	14	5.0157	0.79345	0.9673
core 4[g]	5	13.898	0.00036906	0.013828	-13.035	0.99772	1	13.571	0.00083771	0.052686	5	13.571	0.0012747	0.052729	0	NA	NA	NA
G00031[g]	4	6.1784	0.12041	0.53992	-5.2233	0.80767	1	7.4565	0.15181	0.61328	3	7.7696	0.10525	0.58525	1	1.4556	0.56893	0.9673
[protein]-L-serine[g]	17	9.0635	0.079631	0.45199	-8.4115	0.89059	1	15.863	0.0090221	0.18473	11	15.483	0.0046216	0.10451	6	5.7382	0.34469	0.90068
UDP-N-acetyl-D-galactosamine[g]	24	9.2914	0.11646	0.53547	-8.7426	0.86404	1	17.238	0.015912	0.22865	14	17.537	0.0013985	0.053365	10	5.9554	0.51532	0.9673
core 2[g]	7	4.8218	0.2763	0.80696	-4.0998	0.67015	1	6.499	0.46502	0.92115	4	7.6688	0.17866	0.75071	3	1.0723	0.80364	0.9673
trans,trans,cis-geranyl-geranyl-pp[c]	3	4.3258	0.23216	0.75068	-4.3258	0.76255	1	3.7749	0.55589	0.9571	3	3.7749	0.61827	0.99076	0	NA	NA	NA
dimethylallyl-PP[c]	6	1.037	0.67762	0.99999	-1.037	0.37461	1	5.0296	0.62103	0.97734	4	3.5816	0.74866	0.99076	2	3.6464	0.36075	0.9117
farnesyl-PP[c]	8	2.9397	0.50152	0.9894	-2.9397	0.54166	1	3.3147	0.89925	0.98725	5	4.0456	0.75843	0.99076	3	0.19006	0.88384	0.97155
isopentenyl-pPP[c]	9	0.92203	0.74094	0.99999	-0.92203	0.32395	0.97551	4.7398	0.81468	0.9838	5	3.8916	0.77679	0.99076	4	2.7588	0.65896	0.9673
dolichyl-phosphate[c]	8	7.9152	0.074261	0.43737	-7.9152	0.91819	1	6.7223	0.48805	0.93522	7	7.8428	0.36488	0.98624	1	-1.7368	0.91827	0.97296
dolichyl-phosphate[r]	14	11.827	0.010693	0.14374	-11.827	0.98522	1	10.216	0.30465	0.82908	13	10.937	0.28296	0.91049	1	-1.2078	0.88326	0.97155
N-acetyl-D-glucosaminyldiphosphodolichol[c]	3	3.6689	0.29514	0.83489	-3.6689	0.7063	1	2.7289	0.70513	0.97978	3	2.7289	0.76042	0.99076	0	NA	NA	NA
N,N-chitobiosyldiphosphodolichol[c]	3	3.2462	0.33942	0.85825	-3.2462	0.66712	1	2.2928	0.75972	0.97978	3	2.2928	0.80981	0.99076	0	NA	NA	NA
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c]	2	2.8658	0.34221	0.85844	-2.8658	0.65955	1	1.7509	0.7278	0.97978	1	3.9749	0.29609	0.93225	1	-1.4989	0.90365	0.97155
G00005[c]	2	-0.020042	0.67031	0.99999	0.020042	0.37301	1	-2.2632	0.98362	0.98987	1	-1.7018	0.95396	0.99076	1	-1.4989	0.90365	0.97155
dolichyl-phosphate-D-mannose[c]	5	4.4569	0.2681	0.7984	-4.4569	0.73607	1	3.2183	0.78564	0.97978	4	4.4666	0.62773	0.99076	1	-1.7368	0.91827	0.97296
dolichyl-phosphate-D-mannose[r]	8	7.8556	0.07673	0.44361	-7.8556	0.91583	1	6.6292	0.5023	0.94706	7	7.5434	0.40891	0.99076	1	-1.2078	0.88326	0.97155
G10595[r]	2	5.8848	0.098048	0.49616	-5.8848	0.88105	1	5.501	0.2055	0.70054	2	5.501	0.25002	0.86808	0	NA	NA	NA
G10596[r];G10597[r]	2	2.5227	0.37991	0.89804	-2.5227	0.62696	1	2.0134	0.69364	0.97978	2	2.0134	0.74498	0.99076	0	NA	NA	NA
G00007[r]	2	3.8244	0.24577	0.76738	-3.8244	0.74389	1	3.3949	0.49203	0.93874	2	3.3949	0.55198	0.99076	0	NA	NA	NA
UDP-glucose[r]	2	1.1836	0.53483	0.99999	-1.1836	0.49311	1	-0.23747	0.91364	0.98725	2	-0.23747	0.93565	0.99076	0	NA	NA	NA
dolichyl-D-glucosyl-phosphate[r]	5	7.2506	0.07575	0.44171	-7.2506	0.91144	1	6.1579	0.37237	0.85654	5	6.1579	0.45091	0.99076	0	NA	NA	NA
G10598[r]	2	7.5934	0.036378	0.31321	-7.5934	0.94689	1	7.4058	0.060851	0.42189	2	7.4058	0.080365	0.4976	0	NA	NA	NA
G10599[r]	3	6.9217	0.067359	0.41621	-6.9217	0.91833	1	6.5502	0.17954	0.65257	3	6.5502	0.21826	0.82479	0	NA	NA	NA
(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r]	9	11.028	0.010626	0.14374	-11.028	0.98444	1	10.353	0.10529	0.52825	9	10.353	0.16685	0.72744	0	NA	NA	NA
[protein]-L-asparagine[r]	7	10.463	0.012457	0.15896	-10.463	0.98143	1	9.9015	0.083115	0.47367	7	9.9015	0.12782	0.62516	0	NA	NA	NA
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	8	11.481	0.0065149	0.10336	-11.481	0.98973	1	10.906	0.051039	0.3816	8	10.906	0.090252	0.53708	0	NA	NA	NA
dolichyl-diphosphate[r]	8	11.846	0.0048105	0.084713	-11.846	0.99204	1	11.279	0.037697	0.33548	8	11.279	0.06887	0.46168	0	NA	NA	NA
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	2	6.6882	0.063178	0.40467	-6.6882	0.91696	1	6.4864	0.11556	0.55404	2	6.4864	0.1466	0.68378	0	NA	NA	NA
(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	5	2.6884	0.45929	0.96631	-2.6884	0.57005	1	7.0986	0.24729	0.76266	3	6.29	0.24923	0.86808	2	3.5202	0.37883	0.91745
